s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
1008,0.932632183,0.03378894,06/02/2022,Baking Glassware,House Collection,Greensquare,NA
1009,0.581924078,0.306860664,17/06/2022,CD Case,Self Disposal,Alba,NA
1010,0.490693077,0.081174983,01/07/2022,Canned Food Can,House Collection,Passiton.org,NA
1011,0.806168325,0.443750054,06/04/2022,Soft Toys,House Collection,PWC-Sembwaste,NA
1012,0.857072361,0.261773911,01/02/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
1013,0.688604603,0.49791349,17/05/2022,Sunglasses,Self Disposal,PWC-800 Super,NA
1014,0.543577019,0.75659116,01/07/2022,Namecard,House Collection,NA,JALAN SINAR BULAN
1015,0.546022542,0.554152275,15/04/2022,Tissue Box,Self Disposal,NA,KIM TIAN PLACE
1016,0.773023302,0.682422592,02/03/2022,Personal Mobility Devices,House Collection,NA,LORONG 24 GEYLANG
1017,0.937656417,0.39946184,24/05/2022,Glass Drink Bottle,House Collection,PWC-Alba-WH,NA
1018,0.7197087,0.580938972,19/03/2022,Packet Drink,Self Disposal,NA,PECK HAY ROAD
1019,0.618656495,0.986856506,19/06/2022,Paint Container,Self Disposal,NA,SUNRISE AVENUE
1020,0.61416966,0.490497156,25/04/2022,Refrigerators,Self Disposal,PWC-800 Super,NA
1021,0.830390208,0.216642451,25/04/2022,Laptops,House Collection,Gee Hoe Seng Pte Ltd,NA
1022,0.873963338,0.608001853,10/05/2022,Mirror,House Collection,NA,QUEEN ASTRID PARK
1023,0.528719298,0.86089402,13/02/2022,Toys,House Collection,NA,JALAN KAKATUA
1024,0.371323438,0.991038031,23/03/2022,Beer Bottle,House Collection,NA,SARACA DRIVE
1025,0.772284774,0.675679206,27/02/2022,Light Bulbs,Self Disposal,NA,LORONG 27A GEYLANG
1026,0.613352928,0.657588056,07/06/2022,Long Fluorescent Tubes,House Collection,NA,PHENG GECK AVENUE
1027,0.027043257,0.758073581,01/03/2022,Aerosol Can,House Collection,NA,TURNHOUSE ROAD
1028,0.534542583,0.907186695,02/06/2022,Power Assisted Bicycles,Self Disposal,NA,BUKIT BATOK STREET 11
1029,0.074534129,0.962842916,02/02/2022,Bodywash Bottle,Self Disposal,NA,YISHUN STREET 41
1030,0.951182739,0.130979558,24/03/2022,Printer Ink Cartridge,Self Disposal,Salvation Army,NA
1031,0.033573656,0.908053534,28/03/2022,Aerosol Can,House Collection,NA,BUKIT BATOK STREET 25
1032,0.414022412,0.260676888,29/04/2022,Biscuit Tin,Self Disposal,Tidy,NA
1033,0.258743159,0.37299906,22/05/2022,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
1034,0.21227383,0.329684201,15/02/2022,Glass Cosmetic Bottle,House Collection,Alba E-waste Smart Recycling,NA
1035,0.760291893,0.589045934,21/05/2022,Brochure,House Collection,NA,MOHAMED SULTAN ROAD
1036,0.13416978,0.205463849,07/02/2022,Detergent Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1037,0.638077963,0.976192562,12/03/2022,Detergent Bottle,House Collection,NA,FUDU WALK
1038,0.167324943,0.439767086,02/01/2022,Facial Cleanser Bottle,House Collection,PWC-Sembwaste,NA
1039,0.302599631,0.831979035,15/04/2022,Paint Container,Self Disposal,NA,ANG MO KIO INDUSTRIAL PARK 1
1040,0.864166007,0.83812666,18/02/2022,Tissue Box,House Collection,NA,SOO CHOW GARDEN ROAD
1041,0.88531462,0.337687616,15/04/2022,Pens,House Collection,Alba E-waste Smart Recycling,NA
1042,0.054655989,0.786516208,08/02/2022,Bodywash Bottle,House Collection,NA,TAI KENG LANE
1043,0.800839136,0.119825804,10/05/2022,Flyer,Self Disposal,Salvation Army,NA
1044,0.042408851,0.047766333,29/06/2022,Aerosol Can,House Collection,Passiton.org,NA
1045,0.184784733,0.392144388,17/06/2022,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
1046,0.695713443,0.631723404,17/04/2022,Potato Chip Bag,Self Disposal,NA,BERRIMA ROAD
1047,0.735821273,0.883574387,15/02/2022,Tissue Paper,Self Disposal,NA,GUL STREET 3
1048,0.237471071,0.761604337,04/02/2022,Glass Medicine Bottle,Self Disposal,NA,JALAN MARIAM
1049,0.064824937,0.133960153,07/01/2022,Bodywash Bottle,Self Disposal,Salvation Army,NA
1050,0.085095021,0.082185684,04/01/2022,Bodywash Bottle,House Collection,Passiton.org,NA
1051,0.027839357,0.452343813,28/04/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
1052,0.537014854,0.424290119,11/06/2022,Tissue Paper,House Collection,PWC-Sembwaste,NA
1053,0.832534942,0.592282772,06/06/2022,Electric Mobility Scooters,Self Disposal,NA,BISHOPSGATE
1054,0.731847598,0.856197699,09/01/2022,Servers,House Collection,NA,TOH TUCK PLACE
1055,0.332197888,0.23836933,05/05/2022,Shampoo Bottle,Self Disposal,Tidy,NA
1056,0.062212149,0.69524816,01/06/2022,Bodywash Bottle,Self Disposal,NA,JALAN SENTOSA
1057,0.171647604,0.843558196,11/06/2022,Facial Cleanser Bottle,House Collection,NA,JALAN KHAMIS
1058,0.147145131,0.749842498,19/01/2022,Facial Cleanser Bottle,Self Disposal,NA,JALAN DEMAK
1059,0.06336222,0.6274699,25/03/2022,Bodywash Bottle,Self Disposal,NA,SWISS CLUB LANE
1060,0.18395309,0.464155204,30/01/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
1061,0.186772033,0.828809306,02/03/2022,Glass Cosmetic Bottle,Self Disposal,NA,SAINT NICHOLAS VIEW
1062,0.715284984,0.655408749,19/05/2022,Paper Towel,Self Disposal,NA,GEYLANG BAHRU LANE
1063,0.364686136,0.971348004,01/04/2022,Beer Bottle,House Collection,NA,LENTOR STREET
1064,0.704323331,0.02517141,17/03/2022,Shredded Paper,House Collection,Greensquare,NA
1065,0.81583219,0.277247745,21/02/2022,Windows,Self Disposal,Alba,NA
1066,0.683939795,0.067980703,23/01/2022,Plastic Egg Tray,House Collection,Passiton.org,NA
1067,0.155562916,0.58709568,25/06/2022,Facial Cleanser Bottle,Self Disposal,NA,ROBERTSON QUAY
1068,0.412707652,0.612541797,16/05/2022,Biscuit Tin,House Collection,NA,DUCHESS PLACE
1069,0.627201832,0.35091966,12/02/2022,Soft Toys,House Collection,Alba E-waste Smart Recycling,NA
1070,0.664376581,0.854777622,01/03/2022,Red Packet,Self Disposal,NA,TOH TUCK LINK
1071,0.763048954,0.1382343,28/03/2022,Paper Towel Roll,House Collection,Ezi,NA
1072,0.045842434,0.045891118,01/04/2022,Bodywash Bottle,House Collection,Passiton.org,NA
1073,0.820602271,0.657386134,01/07/2022,Egg Tray,Self Disposal,NA,SIAK KEW AVENUE
1074,0.05287655,0.075129866,17/05/2022,Bodywash Bottle,House Collection,Passiton.org,NA
1075,0.35164068,0.217025257,15/02/2022,Shampoo Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1076,0.745112075,0.313187546,12/02/2022,Ovens,Self Disposal,Alba,NA
1077,0.42520443,0.326554616,21/05/2022,Biscuit Tin,House Collection,Alba E-waste Smart Recycling,NA
1078,0.840848162,0.012442873,20/01/2022,Glass Bowl,House Collection,Greensquare,NA
1079,0.99836414,0.629035507,19/06/2022,Plastic Takeaway Container,Self Disposal,NA,GREENWOOD WALK
1080,0.122714309,0.095971697,21/05/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
1081,0.581911829,0.686666374,22/04/2022,CD Case,House Collection,NA,UBI ROAD 1
1082,0.392093479,0.33274728,25/06/2022,Beer Bottle,House Collection,Alba E-waste Smart Recycling,NA
1083,0.397022958,0.895109759,26/02/2022,Beer Bottle,House Collection,NA,YUNNAN CRESCENT
1084,0.970889626,0.882789194,08/05/2022,Wireless Access Points,Self Disposal,NA,JOO KOON ROAD
1085,0.087831821,0.385493672,22/01/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
1086,0.801298795,0.811602407,11/05/2022,Glass Cup,House Collection,NA,SERANGOON AVENUE 4
1087,0.95143031,0.091161457,01/05/2022,Long Fluorescent Tubes,Self Disposal,Salvation Army,NA
1088,0.03344301,0.195230816,16/01/2022,Aerosol Can,House Collection,Gee Hoe Seng Pte Ltd,NA
1089,0.895463629,0.256624275,21/01/2022,Diaper,Self Disposal,Tidy,NA
1090,0.240291291,0.237009695,20/06/2022,Glass Medicine Bottle,Self Disposal,Tidy,NA
1091,0.515094983,0.879911363,02/01/2022,Washing Machines,House Collection,NA,SIXTH LOK YANG ROAD
1092,0.332258102,0.125250461,27/03/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
1093,0.118796368,0.761545118,17/04/2022,Detergent Bottle,Self Disposal,NA,LENGKOK MARIAM
1094,0.789284455,0.055938709,26/06/2022,Rice,House Collection,Passiton.org,NA
1095,0.321139772,0.549409096,26/05/2022,Shampoo Bottle,Self Disposal,NA,MEI LING STREET
1096,0.365521556,0.085324365,14/03/2022,Beer Bottle,House Collection,Passiton.org,NA
1097,0.089197209,0.760992129,01/03/2022,Bodywash Bottle,House Collection,NA,LOYANG DRIVE
1098,0.825538057,0.62078802,26/06/2022,Pencils,House Collection,NA,HOLLAND RISE
1099,0.950704399,0.787291574,06/05/2022,Switches,Self Disposal,NA,SERANGOON TERRACE
1100,0.935763754,0.86081948,09/03/2022,Coffee Capsules,House Collection,NA,JALAN LAYANG LAYANG
1101,0.742129447,0.825045999,27/05/2022,Magazine Wrapper,House Collection,NA,BISHOPS PLACE
1102,0.191407694,0.311940487,15/03/2022,Glass Cosmetic Bottle,Self Disposal,Alba,NA
1103,0.977267101,0.679499313,27/01/2022,Condiment Bottle,Self Disposal,NA,JALAN DUA
1104,0.703234748,0.672517982,14/06/2022,Paper Receipt,House Collection,NA,SIMS DRIVE
1105,0.58515325,0.385264596,07/03/2022,Telephone Directory,House Collection,PWC-Alba-WH,NA
1106,0.631355017,0.461719474,12/01/2022,Computers,Self Disposal,PWC-800 Super,NA
1107,0.137354365,0.984681113,15/03/2022,Facial Cleanser Bottle,House Collection,NA,BROMPTON ROAD
1108,0.497124595,0.188087471,04/03/2022,Canned Food Can,House Collection,Gee Hoe Seng Pte Ltd,NA
1109,0.316018992,0.511278509,24/06/2022,Paint Container,Self Disposal,NA,WALLICH STREET
1110,0.426838735,0.71179573,10/01/2022,Biscuit Tin,House Collection,NA,PARKSTONE ROAD
1111,0.984143694,0.880901212,03/04/2022,Slippers,House Collection,NA,PIONEER SECTOR 2
1112,0.087009485,0.342787672,14/03/2022,Bodywash Bottle,House Collection,Alba E-waste Smart Recycling,NA
1113,0.718195563,0.327586244,19/06/2022,Shampoo Bottle,House Collection,Alba E-waste Smart Recycling,NA
1114,0.771053653,0.753211518,20/04/2022,Modems,Self Disposal,NA,NICOLL DRIVE
1115,0.40143634,0.015195147,22/04/2022,Beer Bottle,House Collection,Greensquare,NA
1116,0.49686776,0.975034589,23/02/2022,Canned Food Can,House Collection,NA,LENTOR TERRACE
1117,0.670535396,0.540752761,06/06/2022,Tables,House Collection,NA,FABER PARK
1118,0.31651886,0.238459132,10/03/2022,Paint Container,Self Disposal,Tidy,NA
1119,0.501395967,0.469079787,03/05/2022,Plastic Takeaway Container,Self Disposal,PWC-800 Super,NA
1120,0.324639006,0.496770739,28/05/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
1121,0.450186148,0.744009365,11/06/2022,Biscuit Tin,House Collection,NA,BEDOK PLACE
1122,0.585178458,0.148180712,23/01/2022,Telephone Directory,House Collection,Ezi,NA
1123,0.99006716,0.600875609,04/06/2022,Routers,Self Disposal,NA,SETON CLOSE
1124,0.183932578,0.066124585,06/05/2022,Glass Cosmetic Bottle,House Collection,Passiton.org,NA
1125,0.996382875,0.650895481,30/03/2022,Glass Medicine Bottle,Self Disposal,NA,OPAL CRESCENT
1126,0.315374058,0.283590303,07/02/2022,Paint Container,Self Disposal,Alba,NA
1127,0.84141455,0.952580817,06/02/2022,Magazine,House Collection,NA,ADMIRALTY STREET
1128,0.010331142,0.708566007,16/06/2022,Aerosol Can,Self Disposal,NA,MEYER ROAD
1129,0.604843387,0.991942764,14/06/2022,Shredded Paper,Self Disposal,NA,MIMOSA CRESCENT
1130,0.810889404,0.407230228,03/02/2022,Network Hubs,House Collection,PWC-Alba-WH,NA
1131,0.371148855,0.828431902,04/03/2022,Beer Bottle,House Collection,NA,ANG MO KIO CENTRAL 3
1132,0.811388641,0.411521349,22/05/2022,Set-Top Boxes,House Collection,PWC-Sembwaste,NA
1133,0.765968379,0.914742084,02/03/2022,Pens,House Collection,NA,GOMBAK DRIVE
1134,0.853650273,0.859010241,21/05/2022,Instant Noodle Bag,Self Disposal,NA,LORONG PISANG UDANG
1135,0.846179902,0.593966868,17/01/2022,Bedding,Self Disposal,NA,SHANGHAI ROAD
1136,0.698902607,0.123266265,21/02/2022,Condiment Bottle,Self Disposal,Salvation Army,NA
1137,0.473892823,0.887003965,13/03/2022,Canned Food Can,House Collection,NA,TUAS SOUTH LINK 2
1138,0.24988036,0.508037886,20/03/2022,Glass Medicine Bottle,Self Disposal,NA,PAGODA STREET
1139,0.99881963,0.577786457,29/05/2022,Book,Self Disposal,NA,OXFORD ROAD
1140,0.109292235,0.937555109,13/01/2022,Detergent Bottle,Self Disposal,NA,WOODLANDS DRIVE 42
1141,0.079787978,0.532084302,01/03/2022,Bodywash Bottle,Self Disposal,NA,PERAHU ROAD
1142,0.996595409,0.470415119,12/04/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
1143,0.446148015,0.168587258,27/01/2022,Biscuit Tin,House Collection,Ezi,NA
1144,0.750769447,0.067214075,28/04/2022,Desktop Monitors,House Collection,Passiton.org,NA
1145,0.938548661,0.130931271,14/05/2022,Plastic Food Bottle,Self Disposal,Salvation Army,NA
1146,0.589564285,0.750325762,18/04/2022,Pants,Self Disposal,NA,HARVEY CRESCENT
1147,0.050075824,0.654934117,21/01/2022,Bodywash Bottle,House Collection,NA,KALLANG JUNCTION
1148,0.348667397,0.779206976,30/01/2022,Shampoo Bottle,House Collection,NA,HOUGANG STREET 11
1149,0.074511761,0.074728078,30/03/2022,Bodywash Bottle,House Collection,Passiton.org,NA
1150,0.947479584,0.41971946,28/01/2022,Shirts,House Collection,PWC-Sembwaste,NA
1151,0.753280111,0.293130709,11/04/2022,Power Assisted Bicycles,Self Disposal,Alba,NA
1152,0.953908661,0.056389017,03/05/2022,Paper Towel,House Collection,Passiton.org,NA
1153,0.287401674,0.780280541,22/03/2022,Paint Container,House Collection,NA,HOUGANG AVENUE 8
1154,0.654970884,0.023735983,26/05/2022,Medicine Blister Pack,House Collection,Greensquare,NA
1155,0.024312167,0.9005646,19/03/2022,Aerosol Can,Self Disposal,NA,LORONG TAWAS
1156,0.497571572,0.53842539,04/01/2022,Canned Food Can,House Collection,NA,WEST COAST WALK
1157,0.834190458,0.144448088,07/04/2022,Mirror,House Collection,Ezi,NA
1158,0.77337847,0.283971108,16/02/2022,Televisions,Self Disposal,Alba,NA
1159,0.641499183,0.61918687,10/03/2022,CD Case,House Collection,NA,LASIA AVENUE
1160,0.820190849,0.570635944,09/01/2022,Calendar,House Collection,NA,SOMME ROAD
1161,0.234042652,0.682755505,11/03/2022,Glass Medicine Bottle,Self Disposal,NA,LORONG 20 GEYLANG
1162,0.621333584,0.440816411,29/03/2022,Bubble Wrap,House Collection,PWC-Sembwaste,NA
1163,0.19844456,0.771908075,20/01/2022,Glass Cosmetic Bottle,House Collection,NA,TAMPINES STREET 41
1164,0.736889072,0.542410663,06/01/2022,Sanitary Pad,House Collection,NA,FUSIONOPOLIS PLACE
1165,0.589407285,0.597317762,25/05/2022,Blouses,Self Disposal,NA,HARDING ROAD
1166,0.348982772,0.961012935,08/01/2022,Shampoo Bottle,Self Disposal,NA,ADMIRALTY ROAD EAST
1167,0.396457925,0.654160095,23/01/2022,Beer Bottle,Self Disposal,NA,GEYLANG BAHRU
1168,0.018561275,0.825347923,08/02/2022,Aerosol Can,Self Disposal,NA,ANG MO KIO STREET 11
1169,0.146362971,0.268150701,01/03/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
1170,0.394295329,0.521252865,15/05/2022,Beer Bottle,Self Disposal,NA,MORSE ROAD
1171,0.212411961,0.160693588,09/06/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
1172,0.837120264,0.946781198,10/03/2022,Glass Cosmetic Bottle,Self Disposal,NA,KRANJI WAY
1173,0.007661052,0.620413273,13/03/2022,Aerosol Can,Self Disposal,NA,JALAN JELITA
1174,0.906909507,0.398328169,02/04/2022,Belts,House Collection,PWC-Alba-WH,NA
1175,0.206279899,0.812770538,23/05/2022,Glass Cosmetic Bottle,Self Disposal,NA,BERWICK DRIVE
1176,0.799187548,0.848833933,05/03/2022,Packet Drink,Self Disposal,NA,BUKIT WAY
1177,0.521529488,0.871791922,24/02/2022,Wine Bottle,House Collection,NA,JALAN PAPAN
1178,0.464187137,0.495948893,25/05/2022,Canned Food Can,Self Disposal,PWC-800 Super,NA
1179,0.222446347,0.823758824,05/05/2022,Glass Cosmetic Bottle,Self Disposal,NA,CHARTWELL DRIVE
1180,0.710878057,0.866933681,06/03/2022,Computers,House Collection,NA,JURONG EAST STREET 12
1181,0.975135579,0.333433856,11/04/2022,Disposable Wooden Chopstick,House Collection,Alba E-waste Smart Recycling,NA
1182,0.235527667,0.153545654,05/04/2022,Glass Medicine Bottle,House Collection,Ezi,NA
1183,0.560121812,0.395679319,05/06/2022,Jam Bottle,House Collection,PWC-Alba-WH,NA
1184,0.61814536,0.163656373,18/06/2022,Detergent Bottle,House Collection,Ezi,NA
1185,0.024037739,0.685665855,10/06/2022,Aerosol Can,House Collection,NA,UBI VIEW
1186,0.442728431,0.107336661,21/05/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
1187,0.469997745,0.685079557,09/06/2022,Canned Food Can,House Collection,NA,UBI ROAD 3
1188,0.01629199,0.99432578,18/01/2022,Aerosol Can,Self Disposal,NA,JALAN JORAN
1189,0.536495792,0.427780988,19/02/2022,Plastic Cutlery,House Collection,PWC-Sembwaste,NA
1190,0.543545756,0.520788977,07/01/2022,Namecard,Self Disposal,NA,LOWER DELTA ROAD
1191,0.022604571,0.688777277,16/02/2022,Aerosol Can,Self Disposal,NA,ARUMUGAM ROAD
1192,0.452868832,0.370283331,07/03/2022,Biscuit Tin,House Collection,PWC-Alba-WH,NA
1193,0.524947832,0.44305597,05/01/2022,Plastic Film Packaging,House Collection,PWC-Sembwaste,NA
1194,0.112672678,0.0436394,25/04/2022,Detergent Bottle,House Collection,Greensquare,NA
1195,0.232679897,0.278982433,23/05/2022,Glass Medicine Bottle,Self Disposal,Alba,NA
1196,0.628180471,0.826589698,07/03/2022,Toys,Self Disposal,NA,ANG MO KIO AVENUE 10
1197,0.572739185,0.241160748,03/06/2022,Servers,Self Disposal,Tidy,NA
1198,0.137696403,0.770622442,20/04/2022,Facial Cleanser Bottle,House Collection,NA,TAMPINES STREET 23
1199,0.364844582,0.834195628,15/01/2022,Beer Bottle,House Collection,NA,OLD UPPER THOMSON ROAD
1200,0.929618885,0.276570393,23/03/2022,Computers,Self Disposal,Alba,NA
1201,0.748554739,0.977351502,17/03/2022,Pants,Self Disposal,NA,FERNVALE ROAD
1202,0.970681369,0.017286352,09/01/2022,Switches,House Collection,Greensquare,NA
1203,0.536878165,0.201129776,13/01/2022,Styrofoam,House Collection,Gee Hoe Seng Pte Ltd,NA
1204,0.186285845,0.25255465,26/02/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
1205,0.553622525,0.275610098,01/02/2022,Light Bulbs,Self Disposal,Alba,NA
1206,0.384914309,0.577926061,24/03/2022,Beer Bottle,House Collection,NA,NORFOLK ROAD
1207,0.10727371,0.389543136,02/05/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
1208,0.484028277,0.173487535,19/06/2022,Canned Food Can,House Collection,Ezi,NA
1209,0.655221962,0.798348108,22/04/2022,Mirror,Self Disposal,NA,COMPASSVALE WALK
1210,0.035567449,0.402081,12/05/2022,Aerosol Can,House Collection,PWC-Alba-WH,NA
1211,0.334838537,0.490430495,14/06/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
1212,0.466526917,0.807352281,12/05/2022,Canned Food Can,House Collection,NA,LIM TUA TOW ROAD
1213,0.650398518,0.806409237,16/04/2022,Chairs,House Collection,NA,PARRY VIEW
1214,0.472309516,0.755528743,09/03/2022,Canned Food Can,Self Disposal,NA,HALTON ROAD
1215,0.147727439,0.077603712,07/01/2022,Facial Cleanser Bottle,House Collection,Passiton.org,NA
1216,0.930149202,0.631826814,07/06/2022,Modems,House Collection,NA,DENHAM ROAD
1217,0.471751129,0.652516122,05/02/2022,Canned Food Can,House Collection,NA,JALAN MANIS
1218,0.935046663,0.36351095,17/06/2022,Wax Paper,House Collection,Alba E-waste Smart Recycling,NA
1219,0.197899653,0.549707035,16/05/2022,Glass Cosmetic Bottle,House Collection,NA,DAWSON ROAD
1220,0.326224271,0.42123641,25/06/2022,Shampoo Bottle,House Collection,PWC-Sembwaste,NA
1221,0.658249494,0.901365068,15/05/2022,Glass Cosmetic Bottle,Self Disposal,NA,JURONG WEST AVENUE 3
1222,0.945452819,0.66151564,13/06/2022,Toy Cars,Self Disposal,NA,BRADDELL ROAD
1223,0.81409266,0.816995396,22/01/2022,Medicine Blister Pack,House Collection,NA,TAI HWAN DRIVE
1224,0.593322701,0.362897743,10/03/2022,Printer Ink Cartridge,House Collection,Alba E-waste Smart Recycling,NA
1225,0.004703786,0.267419327,01/03/2022,Aerosol Can,Self Disposal,Tidy,NA
1226,0.398001273,0.007265871,24/02/2022,Beer Bottle,House Collection,Greensquare,NA
1227,0.498219928,0.65475537,31/05/2022,Canned Food Can,Self Disposal,NA,KAMPONG BUGIS
1228,0.67197384,0.208946425,15/01/2022,Routers,House Collection,Gee Hoe Seng Pte Ltd,NA
1229,0.54283868,0.40739867,15/03/2022,Glass Cup,House Collection,PWC-Alba-WH,NA
1230,0.016266963,0.77940019,27/01/2022,Aerosol Can,Self Disposal,NA,ANG MO KIO STREET 23
1231,0.740135092,0.030289472,17/01/2022,Wine Bottle,House Collection,Greensquare,NA
1232,0.873219166,0.508427134,18/04/2022,Cassette Tape,House Collection,NA,MAGAZINE ROAD
1233,0.759299375,0.577708983,27/05/2022,Milk Carton,House Collection,NA,RACE COURSE LANE
1234,0.056731467,0.776033974,07/03/2022,Bodywash Bottle,House Collection,NA,TAMPINES NORTH DRIVE 3
1235,0.200239527,0.199494266,13/06/2022,Glass Cosmetic Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
1236,0.768138769,0.240358449,19/01/2022,Watches,Self Disposal,Tidy,NA
1237,0.39624846,0.058772667,01/05/2022,Beer Bottle,House Collection,Passiton.org,NA
1238,0.045926553,0.911831352,26/04/2022,Bodywash Bottle,Self Disposal,NA,BUKIT BATOK WEST AVENUE 3
1239,0.875062013,0.790141161,17/02/2022,Toilet Paper,House Collection,NA,LEW LIAN VALE
1240,0.742903708,0.090566163,03/06/2022,Paper Envelope With Window,House Collection,Passiton.org,NA
1241,0.919685333,0.208174971,05/04/2022,Calendar,House Collection,Gee Hoe Seng Pte Ltd,NA
1242,0.423896073,0.034846369,05/01/2022,Biscuit Tin,House Collection,Greensquare,NA
